rank,score,source,source_id,url,address,sector,price,price_qualifier,bedrooms,sqft,property_type,lease_years,lease_confidence,short_lease_flag,cash_only,ground_rent,ground_rent_escalating,service_charge,v_short_est,v_long_est,v_long_basis,v_long_n_comps,implied_discount,premium_old,premium_new,sdlt,costs,net_gain_old,net_gain_new,mortgageable_flag,new_build,period_conversion,above_commercial,ex_local,auction_lot,agent,date_added,reduced,epc_rating,adjustments,note
1,73579,rightmove,91038240,https://www.rightmove.co.uk/properties/91038240,"Belmont Road, Tottenham, London",N15 3,325000,Offers in Excess of,2,,Flat,80.0,explicit_years,True,False,,,,325000,410000,sector,66,0.207,8170,8170,6250,13250,63579,63579,True,False,True,False,False,False,Kings Group,2026-07-17,True,,"{""period_conversion"": 6000, ""reduced"": 4000}","Lease ~80y (explicit). Evidence: ""Rightmove structured field: 80 years remaining"". Long-lease value ~£410,000 (sector, n=66); implied discount 21%. Premium est: £8,170 old law / £8,170 post-reform. Net gain: £63,579 (reform) / £63,579 (old law) after £13,250 costs incl SDLT. Period conversion. Price reduced."
2,72239,rightmove,91103184,https://www.rightmove.co.uk/properties/91103184,"Belmont Road, Seven Sisters , London, N15",N15 3,325000,Offers Over,2,678.0,Apartment,79.0,explicit_years,True,False,61.0,,,325000,410000,sector,66,0.207,18121,9510,6250,13250,53628,62239,True,False,True,False,False,False,Knights Residential,2026-07-20,True,,"{""period_conversion"": 6000, ""reduced"": 4000}","Lease ~79y (explicit). Evidence: ""Rightmove structured field: 79 years remaining"". Long-lease value ~£410,000 (sector, n=66); implied discount 21%. Premium est: £18,121 old law / £9,510 post-reform. Net gain: £62,239 (reform) / £53,628 (old law) after £13,250 costs incl SDLT. GR £61/yr. Period conversion. Price reduced."
3,-65247,rightmove,174852689,https://www.rightmove.co.uk/properties/174852689,"Birkbeck Mansions, Hornsey, N8",N8 7,375000,Offers in Excess of,1,538.0,Flat,47.0,explicit_years,True,True,50.0,,1800.0,375000,350140,sector,171,-0.071,72615,35637,8750,15750,-113225,-76247,False,False,True,False,False,False,Philip Alexander,2026-04-23,False,,"{""period_conversion"": 6000, ""listing_age_over_90d"": 5000}","Lease ~47y (explicit). Evidence: ""Rightmove structured field: 47 years remaining"". Likely cash/bridging only. Long-lease value ~£350,140 (sector, n=171); implied discount -7%. Premium est: £72,615 old law / £35,637 post-reform. Net gain: £-76,247 (reform) / £-113,225 (old law) after £15,750 costs incl SDLT. GR £50/yr. SC £1,800/yr. Period conversion. On the market >90 days — negotiate."
4,-180997,onthemarket,18816440,https://www.onthemarket.com/details/18816440/,"Altior Court, Shepherds Hill, London",,450000,,1,,Apartment,38.0,inferred,True,True,150.0,,2886.0,450000,348500,area,590,-0.291,102508,55997,12500,19500,-223508,-176997,False,False,False,False,False,False,Chancellors - Hampstead Sales,,True,,"{""service_charge_over_2500"": -8000, ""reduced"": 4000}","Lease ~38y (inferred). Evidence: ""eluxe Reception Room Communal Gardens Lock Up Garage (short lease 38 years) South Facing Double Glazed Windows"". Likely cash/bridging only. Long-lease value ~£348,500 (area, n=590); implied discount -29%. Premium est: £102,508 old law / £55,997 post-reform. Net gain: £-176,997 (reform) / £-223,508 (old law) after £19,500 costs incl SDLT. GR £150/yr. SC £2,886/yr. High service charge. Price reduced."
5,6000,onthemarket,19305231,https://www.onthemarket.com/details/19305231/,"Wightman Road, Hornsey, N8",,315000,,1,,Flat,,flag_only,True,True,,,,315000,348500,area,590,0.096,,,5750,12750,,,,False,True,False,False,False,Philip Alexander - Crouch End,,False,,"{""period_conversion"": 6000}","Short lease mentioned but no term found — verify with agent. Evidence: ""nversion Chain-free sale for a smooth and swift transaction Short lease being extended by the seller Bright re"". Likely cash/bridging only. Long-lease value ~£348,500 (area, n=590); implied discount 10%. Period conversion."
