id_empresa,status,nome_fantasia,grupo,cidade,estado,pais,latitude,longitude,coordenadas_validas,materias_primas,produtos,associada,data_ultima_atualizacao
20740,I,Maravilhas*,,Goiana,PE,Brasil,-7.535137,-34.99459,1,Cana-de-Açúcar,Açúcar | Aguardente/Cachaça | Bagaço | Etanol,N,1721606400000
20744,I,Maringá,,Araraquara,SP,Brasil,-21.7769444444,-48.0944444444,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,N,1721606400000
20746,A,Usina Caeté - Unidade Marituba,Carlos Lyra,Igreja Nova,AL,Brasil,-10.147941,-36.544039,1,Cana-de-Açúcar,Açúcar | Etanol,N,1736121600000
20748,A,Miriri,Miriri,Santa Rita,PB,Brasil,-6.945402,-35.132697,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20749,A,bp bioenergy - Unidade Moema,BP Bunge Bioenergia,Orindiúva,SP,Brasil,-20.234012,-49.357435,1,Cana-de-Açúcar,Açúcar | Etanol,N,1780876800000
20750,A,Adecoagro - Unidade Monte Alegre,Adecoagro,Monte Belo,MG,Brasil,-21.386448,-46.247252,1,Cana-de-Açúcar,Açúcar | Etanol,N,1754611200000
20751,A,Monte Alegre,Açúcar Alegre,Mamanguape,PB,Brasil,-6.858604,-35.129195,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20752,A,Moreno,Moreno,Luís Antônio,SP,Brasil,-21.483616,-47.769945,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20753,A,Grupo Itajobi - Unidade Carolo,Carolo,Pontal,SP,Brasil,-21.003307,-48.025458,1,Cana-de-Açúcar,Açúcar | Etanol,N,1704412800000
20754,A,Nardini,Nardini,Vista Alegre do Alto,SP,Brasil,-21.175152,-48.634298,1,Cana-de-Açúcar,Açúcar | Etanol,N,1768348800000
20756,I,Virgolino de Oliveira - Nossa Senhora Aparecida,GVO - Virgolino de Oliveira,Itapira,SP,Brasil,-22.413219,-46.803694,1,Cana-de-Açúcar,Açúcar | Bagaço | Bioeletricidade | Etanol | Mel | Óleo | Vinhaça,N,1721347200000
20757,A,Coruripe - Filial Carneirinho,Tércio Wanderley,Carneirinho,MG,Brasil,-19.813585,-50.783183,1,Cana-de-Açúcar,Açúcar | Etanol,N,1726012800000
20760,I,Nova União,,Serrana,SP,Brasil,-21.210286,-47.55942,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721606400000
20762,A,Olho D´Água,Olho D´Água,Camutanga,PE,Brasil,-7.41902,-35.259418,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20765,A,Paineiras,,Itapemirim,ES,Brasil,-20.954946,-40.953105,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20766,I,Pal - (PE)*,,Nazaré da Mata,PE,Brasil,-7.696687961905645,-35.24198281534463,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
20767,I,Pantanal - (MT),Naoum,Jaciara,MT,Brasil,-15.924619,-55.226882,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721606400000
20768,A,Raízen - Unidade Paraíso,Raízen,Brotas,SP,Brasil,-22.3487067806,-48.1068918389,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20769,I,Paraíso - (RJ)*,,Campos dos Goytacazes,RJ,Brasil,-21.877301,-41.28102,1,Cana-de-Açúcar,Açúcar,N,1721347200000
20770,A,Raízen - Parque de Bioenergia Paraguaçu,Raízen,Paraguaçú Paulista,SP,Brasil,-22.464094,-50.493425,1,Cana-de-Açúcar,Bioeletricidade | Etanol,S,1754611200000
20771,A,Cocal - Unidade Passa Tempo,Cocal,Rio Brilhante,MS,Brasil,-21.517092,-54.711299,1,Cana-de-Açúcar,Açúcar | Etanol,N,1756857600000
20772,I,Passos,Itaiquara,Passos,MG,Brasil,-20.665017,-46.552987,1,Cana-de-Açúcar,Açúcar,N,1721347200000
20773,A,Usina Enersugar,,Ibirarema,SP,Brasil,-22.771199,-50.112152,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,S,1749168000000
20776,I,Vale Verde - Unidade Pedroza (PE),Farias,Cortês,PE,Brasil,-8.503117,-35.515566,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721347200000
20778,I,Santo Antonio - (PB),Santo Antônio (PB),Rio Tinto,PB,Brasil,-7.130712,-35.010132,1,Cana-de-Açúcar,Etanol,N,1721606400000
20779,I,Penedo,Toledo,Penedo,AL,Brasil,-10.2833,-36.5833,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721606400000
20780,I,Sabarálcool - Filial Cedro,,Perobal,PR,Brasil,-23.9133222,-53.4697509,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721606400000
20781,A,Petribú,Petribú,Lagoa do Itaenga,PE,Brasil,-7.887596,-35.243784,1,Cana-de-Açúcar,Açúcar | Etanol,N,1774396800000
20782,A,Pindorama,Pindorama,Coruripe,AL,Brasil,-10.160625,-36.3487,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20783,I,Triálcool,CMAA,Canápolis,MG,Brasil,-18.8763888889,-49.2677777778,1,,,N,1676246400000
20784,A,Pitangueiras,Pitangueiras,Pitangueiras,SP,Brasil,-21.048823,-48.262904,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20793,I,Porto Alegre,Olival Tenório,Colônia Leopoldina,AL,Brasil,-8.982765,-35.7842,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
20794,A,Porto Rico,Olival Tenório,Campo Alegre,AL,Brasil,-9.807721,-36.21022,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20800,A,Agrocan,,Joaquim Nabuco,PE,Brasil,-8.641599,-35.54628,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000
20801,A,Zilor - Unidade Quatá,Zilor,Quatá,SP,Brasil,-22.26147,-50.648202,1,Cana-de-Açúcar,Açúcar | Etanol,S,1775001600000
20802,I,Quissamã - (RJ) *,,Quissamã,RJ,Brasil,-22.10774798073902,-41.46621289349127,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721606400000
20803,A,Raízen - Unidade Rafard,Raízen,Rafard,SP,Brasil,-23.008585,-47.531004,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20805,A,Rio do Cachimbo,,João Pinheiro,MG,Brasil,-17.845213,-45.872144,1,Cana-de-Açúcar,Açúcar | Etanol,N,1687824000000
20806,A,Roçadinho,,São Miguel dos Campos,AL,Brasil,-9.793542,-36.049965,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693785600000
20815,I,Sabarálcool - Matriz,,Engenheiro Beltrão,PR,Brasil,-23.704831,-52.16585,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721606400000
20816,I,Salgado,,Ipojuca,PE,Brasil,-8.42626944444,-35.0157277778,1,,,N,1676246400000
20817,I,Rio Grande,,Fronteira,MG,Brasil,-20.3037031389,-49.2060716667,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
20818,I,Grupo José Pessoa - Agrisul Japoatã,CBAA - José Pessoa,Japoatã,SE,Brasil,-10.656113,-36.986331,1,Cana-de-Açúcar,Açúcar,N,1734048000000
20819,I,Raízen - Unidade Dois Córregos,,Dois Córregos,SP,Brasil,-22.3401525,-48.404324,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20820,A,Usina Santa Adélia - Jaboticabal,Santa Adélia,Jaboticabal,SP,Brasil,-21.334666,-48.302829,1,Cana-de-Açúcar,Açúcar | Etanol,S,1734048000000
20823,A,Santa Clotilde,,Rio Largo,AL,Brasil,-9.455399,-35.851089,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20824,A,Santa Cruz - (SP),Ometto,Américo Brasiliense,SP,Brasil,-21.752793,-48.080948,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20825,A,Raízen - Santa Elisa,Biosev,Sertãozinho,SP,Brasil,-21.112211,-48.076343,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20826,A,Usina Santa Fé,Santa Fé - Malzoni,Nova Europa,SP,Brasil,-21.81834,-48.61224,1,Cana-de-Açúcar,Açúcar | Etanol,N,1763942400000
20827,A,Raízen - Unidade Santa Helena,Raízen,Rio das Pedras,SP,Brasil,-22.801896,-47.662629,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734307200000
20828,A,Novaera Bioenergia,,Ibaté,SP,Brasil,-21.96515,-48.087153,1,Cana-de-Açúcar,Etanol,S,1734048000000
20829,A,Santa Helena - (GO),Naoum,Santa Helena de Goiás ,GO,Brasil,-17.821107,-50.537803,1,Cana-de-Açúcar | Milho,Açúcar | Etanol,N,1693785600000
20830,A,Energética Santa Helena,Benedito Coutinho,Nova Andradina,MS,Brasil,-21.99925,-53.424376,1,Cana-de-Açúcar,Etanol,S,1781222400000
20831,A,Viralcool - Unidade Sertãozinho,Irmãos Toniello,Sertãozinho,SP,Brasil,-21.085627,-48.033311,1,Cana-de-Açúcar,Açúcar | Etanol,N,1757548800000
20832,A,Santa Isabel,Santa Isabel,Novo Horizonte,SP,Brasil,-21.506116,-49.20784,1,Cana-de-Açúcar,Açúcar | Etanol,N,1713744000000
20833,A,Santa Lúcia,Ometto,Araras,SP,Brasil,-22.335998,-47.408738,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20834,I,Santa Luiza*,,Motuca,SP,Brasil,-21.503492385686492,-48.19060742327682,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721606400000
20835,I,Santa Lydia*,,Ribeirão Preto,SP,Brasil,-21.1973612,-47.9161566,1,,,N,1676246400000
20836,A,Santa Maria - (Cerquilho),,Cerquilho,SP,Brasil,-23.162608,-47.784265,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20837,I,Grupo José Pessoa - Agrisul Sidrolândia,CBAA - José Pessoa,Sidrolândia,MS,Brasil,-20.800473,-55.00198,1,Cana-de-Açúcar,Açúcar,N,1734048000000
20838,A,Santa Rita,Nelson Coury,Santa Rita do Passa Quatro,SP,Brasil,-21.723058,-47.626337,1,Cana-de-Açúcar,Açúcar | Etanol,N,1724630400000
20840,A,Santa Rosa,Família Labronici,Boituva,SP,Brasil,-23.238424,-47.613403,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20841,I,Usina Ibirá,Da Pedra,Santa Rosa de Viterbo,SP,Brasil,-21.4407111,-47.343763,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,N,1734048000000
20842,A,Santa Teresa,João Santos,Olinda,PE,Brasil,-7.587733,-35.006988,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693785600000
20844,A,Santa Maria - (AL),,Porto Calvo,AL,Brasil,-9.008028,-35.431782,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20845,A,Ipiranga - Mococa,Titoto - Ipiranga,Mococa,SP,Brasil,-21.344424,-47.153852,1,Cana-de-Açúcar,Açúcar | Etanol,N,1768435200000
20846,A,Usina Santo Ângelo,Santo Ângelo,Pirajuba,MG,Brasil,-19.959656,-48.566158,1,Cana-de-Açúcar,Açúcar | Etanol,N,1750896000000
20847,I,Santo Antônio *,,Piracicaba,SP,Brasil,-22.735615473844735,-47.648958976924646,1,Cana-de-Açúcar | Milho,Açúcar | Bioeletricidade | Etanol,N,1733702400000
20848,A,USA - Santo Antônio,Balbo,Sertãozinho,SP,Brasil,-21.119983,-47.959909,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20849,A,Santo Antônio - (AL),Santo Antônio,São Luís do Quitunde,AL,Brasil,-9.290054,-35.564826,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20850,I,Biosev - Unidade São Carlos,,Jaboticabal,SP,Brasil,-21.2841666667,-48.1761111111,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721347200000
20851,A,São Domingos,Grupo Helio Zancaner Sanches,Catanduva,SP,Brasil,-21.100751,-49.013267,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20852,A,São Francisco - (UFRA),Balbo,Sertãozinho,SP,Brasil,-21.174685,-48.118198,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20853,I,Ecoenergia,,Ceará-Mirim,RN,Brasil,-5.61,-35.428,1,,,N,1676246400000
20854,A,Raízen - Unidade São Francisco - (Elias Fausto),Raízen,Elias Fausto,SP,Brasil,-23.0236,-47.457232,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20858,A,U.S.J - Unidade São João de Araras,USJ,Araras,SP,Brasil,-22.426692,-47.359178,1,Cana-de-Açúcar,Açúcar | Etanol,N,1724630400000
20859,I,Abengoa Bioenergia - Unidade São João da Boa Vista,Abengoa Bioenergia,São João da Boa Vista,SP,Brasil,-21.926059,-46.924026,1,Cana-de-Açúcar,Etanol,N,1721260800000
20860,A,São João (PB),São João (PB),Santa Rita,PB,Brasil,-7.132486,-34.994505,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20862,A,São José - (SP),Farias,Rio das Pedras,SP,Brasil,-22.6497222222,-47.5680555556,1,Cana-de-Açúcar,Açúcar,N,1721606400000
20864,A,Estiva Bioenergia,São José da Estiva,Novo Horizonte,SP,Brasil,-21.4872,-49.18786,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,S,1761868800000
20865,A,São José do Pinheiro,,Laranjeiras,SE,Brasil,-10.769637,-37.213415,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20866,A,Usina São Luiz,,Ourinhos,SP,Brasil,-22.9347998,-49.7693969,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20867,I,Una Álcool*,,Maraial,PE,Brasil,-8.79498,-35.8034,1,Cana-de-Açúcar,Etanol,N,1721347200000
20868,A,Vale do Verdão - Unidade São Luiz,Ferrari Agroindústria,Pirassununga,SP,Brasil,-21.887406,-47.308402,1,Cana-de-Açúcar,Açúcar | Etanol,N,1747008000000
20869,A,São Manoel,,São Manuel,SP,Brasil,-22.670214,-48.54357,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20870,A,São Martinho,São Martinho,Pradópolis,SP,Brasil,-21.320456,-48.126,1,Cana-de-Açúcar,Açúcar | Etanol,N,1763942400000
20871,I,Sapucaia,,Campos dos Goytacazes,RJ,Brasil,-21.673328,-41.41494,1,Cana-de-Açúcar,Açúcar,N,1721606400000
20873,A,Seresta,,Teotônio Vilela,AL,Brasil,-9.915154,-36.33286,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20875,A,USGA - Serra Grande,Andrade Bezerra,São José da Laje,AL,Brasil,-8.973286,-36.066334,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20877,A,Raízen - Unidade Junqueira,Raízen,Igarapava,SP,Brasil,-19.991564,-47.794082,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20878,A,Usina Sonora,,Sonora,MS,Brasil,-17.6167,-54.76442,1,Cana-de-Açúcar,Açúcar | Etanol,N,1776038400000
20881,A,Usina Santa Terezinha - Unidade Ivaté,Usaçúcar,Ivaté,PR,Brasil,-23.398605,-52.092135,1,Cana-de-Açúcar,Açúcar | Etanol,N,1736121600000
20883,A,Usina Santa Terezinha - Unidade Paranacity,Usaçúcar,Paranacity,PR,Brasil,-23.457412,-51.992761,1,Cana-de-Açúcar,Açúcar | Etanol,N,1736121600000
20884,A,Usina Santa Terezinha - Unidade Tapejara,Usaçúcar,Tapejara,PR,Brasil,-23.457425,-51.992754,1,Cana-de-Açúcar,Açúcar | Etanol,N,1736121600000
20889,A,Sumaúma,Toledo,Marechal Deodoro,AL,Brasil,-9.743091,-35.901941,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20890,A,Tabu,Tabu,Caaporã,PB,Brasil,-7.509295,-34.876756,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20891,I,Tanques - (PB)*,,Alagoa Grande,PB,Brasil,-7.038373572370088,-35.63016684254076,1,,,N,1733702400000
20892,A,Taquara,,Colônia Leopoldina,AL,Brasil,-8.981693,-35.784394,1,Cana-de-Açúcar,Açúcar,N,1724976000000
20894,A,Trapiche,Andrade Bezerra,Sirinhaém,PE,Brasil,-8.580594,-35.128956,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20895,A,Triunfo,,Boca da Mata,AL,Brasil,-9.627082,-36.199093,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20907,I,Una*,,Sapé,PB,Brasil,-7.09391,-35.2327,1,Cana-de-Açúcar,Açúcar,N,1721347200000
20909,A,União e Indústria,União e Indústria,Primavera,PE,Brasil,-8.349711,-35.379548,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20912,I,Laginha - Unidade Uruba,João Lyra,Atalaia,AL,Brasil,-9.5855,-35.9527,1,,,N,1676246400000
20913,A,Usina Santa Terezinha - Unidade Cidade Gaúcha,Usaçúcar,Cidade Gaúcha,PR,Brasil,-23.371197,-52.903753,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,S,1734048000000
20915,A,Renuka - Unidade São Pedro do Ivaí,Renuka do Brasil,São Pedro do Ivaí,PR,Brasil,-23.854556,-51.888763,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20916,A,Vale - Onda Verde,Toledo,Onda Verde,SP,Brasil,-20.603148,-49.201425,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20917,A,Raízen - Unidade Vale do Rosário,Biosev,Morro Agudo,SP,Brasil,-20.613533,-48.001201,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20918,A,Vale do Verdão,Vale do Verdão,Maurilândia,GO,Brasil,-17.968499,-50.317196,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20919,I,Usalpa,Sócias Fundadoras - UDOP 1986,Junqueirópolis,SP,Brasil,-21.5874222222,-51.4558333333,1,Cana-de-Açúcar,Etanol,N,1721347200000
20920,I,Vassoura - (SE)*,,Capela,SE,Brasil,-10.503926620846347,-37.05556573914063,1,Cana-de-Açúcar,Açúcar,N,1721347200000
20921,A,Viralcool - Unidade Pitangueiras (Matriz),Irmãos Toniello,Pitangueiras,SP,Brasil,-20.938095,-48.252966,1,Cana-de-Açúcar,Açúcar | Etanol,N,1757548800000
20922,A,Vista Alegre Bioenergia,"Tatez - Tavares de Almeida, Tejofran e Zogbi",Itapetininga,SP,Brasil,-23.489664463952657,-48.10453790399396,1,Cana-de-Açúcar,Açúcar | Etanol,S,1764115200000
20923,A,Delta - Unidade Volta Grande,Delta,Conceição das Alagoas,MG,Brasil,-19.981812,-48.26577,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000
20925,A,Raízen - Unidade Araraquara - (Zanin),Raízen,Araraquara,SP,Brasil,-21.858798,-48.186376,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20941,A,Usina Coruripe - Filial Iturama,Tércio Wanderley,Iturama,MG,Brasil,-19.710077,-50.336244,1,Cana-de-Açúcar,Açúcar | Etanol,N,1736121600000
20944,A,Pagrisa,Olival Tenório,Ulianópolis,PA,Brasil,-3.698123,-47.767583,1,Cana-de-Açúcar,Açúcar | Etanol,S,1734048000000
20992,A,Alcoolvale,Unialco,Aparecida do Taboado,MS,Brasil,-20.087623,-51.299108,1,Cana-de-Açúcar,Açúcar | Etanol,S,1749168000000
20993,I,Coraci,,São Pedro do Turvo,SP,Brasil,-22.749764,-49.73593,1,Cana-de-Açúcar,Etanol,N,1721347200000
20994,A,Centroalcool,,Inhumas,GO,Brasil,-16.344645,-49.483537,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000
20995,I,Safi Brasil*,,Nova Alvorada do Sul,MS,Brasil,-21.4283611111,-54.3674722222,1,Cana-de-Açúcar,Etanol,N,1721606400000
20996,I,Rio Grande - (MG) *,,Passos,MG,Brasil,-20.55029688954852,-46.65701704654092,1,Cana-de-Açúcar,Açúcar,N,1721347200000
20997,A,Agrisa,,Cabo Frio,RJ,Brasil,-22.603415,-42.153742,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000
20998,I,Barcelos*,,São João da Barra,RJ,Brasil,-21.74956,-41.1574,1,Cana-de-Açúcar,Açúcar,N,1721347200000
20999,I,Carapebus - (RJ) *,,Campos dos Goytacazes,RJ,Brasil,-22.2329691611978,-41.67757771392255,1,Cana-de-Açúcar,Açúcar,N,1721347200000
21000,I,Cupim*,,Campos dos Goytacazes,RJ,Brasil,-21.813431,-41.33253,1,Cana-de-Açúcar,Açúcar,N,1721347200000
21001,I,Pureza*,,São Fidélis,RJ,Brasil,-21.64953047467364,-41.742331118892004,1,Cana-de-Açúcar,Etanol,N,1721606400000
21003,A,Coagro,Coagro,Campos dos Goytacazes,RJ,Brasil,-21.653589,-41.40552,1,Cana-de-Açúcar,Açúcar | Etanol,N,1711929600000
21004,A,Usina Buriti,Da Pedra,Buritizal,SP,Brasil,-20.219548,-47.65442,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
21005,I,Bellão - Schiavon *,,Santa Cruz das Palmeiras,SP,Brasil,-21.82631685829818,-47.24784787946675,1,Cana-de-Açúcar,Etanol,N,1721347200000
21006,A,Usina Aliança e Penápolis,Atena,Penápolis,SP,Brasil,-21.410177,-50.095132,1,Cana-de-Açúcar,Açúcar | Etanol,N,1762819200000
21007,I,Grizzo,,Jaú,SP,Brasil,-22.265013,-48.442244,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
21008,A,Zambianco Açúcar e Álcool,Zambianco,Tietê,SP,Brasil,-22.972077,-47.794317,1,Cana-de-Açúcar,Açúcar | Bagaço | Etanol | Melaço,S,1734048000000
21010,A,Nova Platina Bioenergia,Zambianco,Platina,SP,Brasil,-22.665231,-50.219045,1,Cana-de-Açúcar,Aguardente/Cachaça | Bagaço | Etanol | Xarope,S,1734048000000
21012,A,Cevasa,Batatais,Patrocínio Paulista,SP,Brasil,-20.752125,-47.433114,1,Cana-de-Açúcar,Açúcar | Etanol,N,1687910400000
21013,I,Bertolo,,Pirangi,SP,Brasil,-21.291178,-48.77533,1,Cana-de-Açúcar,Etanol,N,1721347200000
21038,I,Raízen - Unidade Tamoio,,Araraquara,SP,Brasil,-21.912679,-48.11437,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
21043,A,WD Agroindustrial,Detoni,João Pinheiro,MG,Brasil,-18.218282,-45.989947,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
21044,I,Iracema - Itaí,,Itaí,SP,Brasil,-23.462567,-49.093861,1,Cana-de-Açúcar,Etanol,N,1721606400000
21087,I,Outeiro*,,Canguaretama,RN,Brasil,-6.3501038,-35.1638,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
21088,I,Senhor do Bonfim*,,Varjão de Minas,MG,Brasil,-18.368396770061874,-46.03185453864636,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
21090,A,Cemma,Moreno,Monte Aprazível,SP,Brasil,-20.829501,-49.765095,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000
21183,A,Nova Produtiva,Nova Produtiva,Astorga,PR,Brasil,-23.096716,-51.641429,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
21284,A,Bioenergética Aroeira,Maubisa,Tupaciguara,MG,Brasil,-18.751808,-48.611635,1,Cana-de-Açúcar,Etanol,S,1775520000000
21293,I,Aurora,Aurora,Anaurilândia,MS,Brasil,-22.1987694444,-52.9474472222,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721347200000
21349,I,Altam *,,Mucuri,BA,Brasil,-17.942966790058016,-40.241609104293026,1,Cana-de-Açúcar,Etanol,N,1721260800000
21368,I,Usina Santa Terezinha - Unidade Costa Bioenergia,Usaçúcar,Umuarama,PR,Brasil,-23.666756,-53.410769,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,N,1736121600000
21384,A,Usina Ibéria,Toledo,Borá,SP,Brasil,-22.165924,-50.483811,1,Cana-de-Açúcar,Açúcar | Etanol,S,1748908800000
21413,I,Santa Rita - (Alto Alegre) *,,Alto Alegre,SP,Brasil,-21.58200360469685,-50.16639727114534,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1733702400000
21420,A,Usina Wagro Trade - Unidade Dracena,,Dracena,SP,Brasil,-21.586552,-51.676773,1,Cana-de-Açúcar,Açúcar | Etanol,N,1738713600000
21438,I,João Paulo II,,São Simão,SP,Brasil,-21.473997,-47.5502,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
21452,A,Usina Coruripe - Filial Campo Florido,Tércio Wanderley,Campo Florido,MG,Brasil,-19.813603,-48.733615,1,Cana-de-Açúcar,Açúcar | Etanol,N,1736121600000
21477,A,Iolando Leite,,Capela,SE,Brasil,-10.509191,-36.97439,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
21481,A,Usinova,,Paraúna,GO,Brasil,-17.329264,-50.494282,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
21533,I,Ribeirão Bioenergia,,Sacramento,MG,Brasil,-19.87274,-47.4183,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
21618,A,União de Minas,Tércio Wanderley,União de Minas,MG,Brasil,-19.570500402160334,-50.327296327991625,1,Cana-de-Açúcar,Açúcar,N,1723680000000
21645,I,Vale do São Simão,Andrade,Santa Vitória,MG,Brasil,-19.065218,-50.373626,1,Cana-de-Açúcar,Bioeletricidade | Etanol,N,1721347200000
21679,A,Atvos - Unidade Eldorado,Mubadala Capital,Rio Brilhante,MS,Brasil,-21.86806,-54.016305,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Crédito de Carbono | Etanol,S,1740441600000
21708,I,Santa Mônica,,Santa Mônica,PR,Brasil,-23.0388304,-53.1350864,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,N,1721606400000
21740,A,Jayoro,,Presidente Figueiredo,AM,Brasil,-2.05554,-60.024717,1,Cana-de-Açúcar | Guaraná,Açúcar | Etanol | Extrato,S,1734048000000
21741,I,Campo Bello,,Amaraji,PE,Brasil,-8.3743,-35.4509,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
21742,I,Cachoeira (PE),,Pombos,PE,Brasil,-8.1526,-35.4017,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
21744,A,São José - (PE),Farias,Igarassu,PE,Brasil,-7.819709,-35.011164,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
21745,A,Una Açúcar,Una,Tamandaré,PE,Brasil,-8.766018,-35.282034,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693785600000
21797,A,bp bioenergy - Unidade Ituiutaba,BP Bunge Bioenergia,Ituiutaba,MG,Brasil,-19.018296,-49.673266,1,Cana-de-Açúcar,Açúcar | Etanol,N,1729468800000
21859,A,São Joaquim,,Palmital,SP,Brasil,-22.788987,-50.216346,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
21884,A,Santa Maria - (Manduri),Grupo Helio Zanata,Manduri,SP,Brasil,-23.08141,-49.280149,1,Cana-de-Açúcar,Açúcar | Etanol,N,1762905600000
21937,A,Adecoagro - Unidade Angélica,Adecoagro,Angélica,MS,Brasil,-22.08659,-53.823633,1,Cana-de-Açúcar,Açúcar | Etanol | Vinhaça,N,1734048000000
21946,I,Ibirálcool,Amerra,Ibirapuã,BA,Brasil,-17.6420487,-40.183391,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
