id_empresa,status,nome_fantasia,grupo,cidade,estado,pais,latitude,longitude,coordenadas_validas,materias_primas,produtos,associada,data_ultima_atualizacao
20013,A,Grupo Renuka do Brasil - Unidade Madhu,Renuka do Brasil,Promissão,SP,Brasil,-21.634631,-49.840988,1,Cana-de-Açúcar,Açúcar | Bagaço | Bioeletricidade | Etanol | Levedura | Óleo,S,1734048000000
20014,I,Cia. Flórida,,Flórida Paulista,SP,Brasil,-21.5092,-51.1343,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721347200000
20015,A,Aralco Generalco S/A,Aralco,General Salgado,SP,Brasil,-20.573816,-50.387057,1,Cana-de-Açúcar,Açúcar | Etanol,N,1755561600000
20016,A,Usina Santa Adélia - Pioneiros,Santa Adélia,Sud Mennucci,SP,Brasil,-20.729077,-50.959881,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,N,1734048000000
20017,A,Viterra Bioenergia - Unidade Nova Unialco,Glencane,Guararapes,SP,Brasil,-21.463056,-50.791864,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,S,1734048000000
20018,A,Raízen - Parque de Bioenergia Univalem,Raízen,Valparaíso,SP,Brasil,-21.327942,-50.949095,1,Cana-de-Açúcar,Açúcar | Etanol,S,1734048000000
20038,I,Santa Ana,,Bebedouro,SP,Brasil,-20.95237,-48.484,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
20134,A,JBS Energia - UTE Biolins,JBS,Lins,SP,Brasil,-21.675505,-49.779736,1,Cana-de-Açúcar,Bagaço | Bioeletricidade,S,1734048000000
20257,A,Usina Cedro,Bertin,Paranaíba,MS,Brasil,-19.398898116784213,-51.32582146772359,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,S,1734048000000
20261,I,Itarumã,,Itarumã,GO,Brasil,-18.5794444444,-51.7641666667,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721606400000
20269,A,Zilor - Biorigin e P&D São José,Zilor,Macatuba,SP,Brasil,-22.49757,-48.781806,1,Cana-de-Açúcar,Açúcar | Etanol,N,1759190400000
20283,I,Momesso,,Barra Bonita,SP,Brasil,-22.4403,-48.53013,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
20310,I,Renuka - Unidade Revati,Renuka do Brasil,Brejo Alegre,SP,Brasil,-21.217198,-50.206666,1,Cana-de-Açúcar,Açúcar | Bagaço | Bioeletricidade | Etanol | Levedura | Óleo,N,1734048000000
20319,A,Da Prata,,Prata,MG,Brasil,-19.3703852,-48.901,1,Cana-de-Açúcar,Açúcar | Etanol | Levedura,N,1723420800000
20331,A,Usina Vertente,Tereos,Guaraci,SP,Brasil,-20.405302,-49.001647,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,S,1734048000000
20340,A,Goiás Bioenergia,,Porteirão,GO,Brasil,-17.8407401,-50.0708648,1,Cana-de-Açúcar,Açúcar | Etanol,N,1709596800000
20347,A,Álcool Ferreira,,Cordeirópolis,SP,Brasil,-22.496032241300185,-47.40303182568331,1,Cana-de-Açúcar,Etanol,N,1721260800000
20360,I,UMOE - Unidade I*,,Presidente Prudente,SP,Brasil,-22.6479472222,-51.6165388889,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
20375,A,Cafealcool Agroindustrial,Cafealcool,Cafelândia,SP,Brasil,-21.707454,-49.512867,1,Cana-de-Açúcar,Açúcar | Aguardente/Cachaça | Bagaço | Bioeletricidade | Levedura,S,1734048000000
20423,I,Pignata,,Sertãozinho,SP,Brasil,-21.1233333333,-47.9672222222,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
20446,I,CEV ,,Veríssimo,MG,Brasil,-19.7678888889,-48.3485,1,Cana-de-Açúcar,Etanol,N,1721347200000
20472,I,Renascença,,Ibirarema,SP,Brasil,-22.8496388889,-50.0874444444,1,Cana-de-Açúcar,Etanol,N,1721606400000
20490,A,Tereos - Cruz Alta,Tereos,Olímpia,SP,Brasil,-20.692852,-49.10848,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol | Vinhaça,S,1734048000000
20491,I,Abraham Lincoln (PA) *,,Medicilândia,PA,Brasil,-3.4632957133300737,-52.90893267758584,1,Cana-de-Açúcar,Açúcar,N,1721260800000
20500,A,Agropéu,AZC - EBB (Envien Bioenergia Brasil),Pompéu,MG,Brasil,-19.252409,-44.985694,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,S,1776124800000
20501,A,Agro Serra,Agro Serra,São Raimundo das Mangabeiras,MA,Brasil,-6.78161,-45.878235,1,Cana-de-Açúcar,Etanol,S,1734048000000
20502,A,bp bioenergy - Unidade Santa Juliana,BP Bunge Bioenergia,Santa Juliana,MG,Brasil,-19.544355,-47.424434,1,Cana-de-Açúcar,Açúcar | Etanol,N,1729468800000
20503,I,Albesa,,Boa Esperança,ES,Brasil,-18.5402086,-40.2973289,1,Cana-de-Açúcar,Etanol,N,1721260800000
20504,I,Alcana,,Nanuque,MG,Brasil,-17.9397969,-40.2767909,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721260800000
20505,A,Atvos - Unidade Alcídia,Mubadala Capital,Teodoro Sampaio,SP,Brasil,-22.34946,-52.52364,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Crédito de Carbono | Etanol,N,1756771200000
20507,A,Japungu,Japungu,Santa Rita,PB,Brasil,-6.990987,-35.023072,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20508,A,Mandacaru - Agrovale,Agrovale,Juazeiro,BA,Brasil,-9.499641,-40.36851,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20509,A,Grupo Água Bonita,,Tarumã,SP,Brasil,-22.746422,-50.6013,1,Cana-de-Açúcar,Açúcar | Etanol,S,1762905600000
20510,I,Oeste Paulista*,,Monte Aprazível,SP,Brasil,-20.748611,-49.717222,1,Cana-de-Açúcar,Etanol,N,1721606400000
20511,I,Albertina,,Sertãozinho,SP,Brasil,-21.0383333333,-47.9705555556,1,,,N,1676246400000
20512,A,Usimat,,Campos de Júlio,MT,Brasil,-14.265378,-59.233211,1,Cana-de-Açúcar | Milho,Etanol,N,1693440000000
20513,A,Alcon,Archangelo,Conceição da Barra,ES,Brasil,-18.456137,-39.948852,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20514,I,Alcopan*,,Poconé,MT,Brasil,-16.023752218192257,-56.76917039102829,1,Cana-de-Açúcar,Etanol,N,1721260800000
20516,I,Coopercana,,Porto Xavier,RS,Brasil,-27.9044306977,-55.1608889656,1,Cana-de-Açúcar,Etanol,N,1721347200000
20517,A,Alta Mogiana - Unidade São Joaquim da Barra,Lincoln Junqueira,São Joaquim da Barra,SP,Brasil,-20.48531,-47.870974,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000
20518,A,Alto Alegre - Unidade Junqueira - Matriz,Lincoln Junqueira,Colorado,PR,Brasil,-22.929077,-51.946158,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20520,A,Araporã,Alvorada,Araporã,MG,Brasil,-18.441763,-49.189542,1,Cana-de-Açúcar,Açúcar | Etanol,N,1741737600000
20521,I,Alvorada do Bebedouro,,Guaranésia,MG,Brasil,-21.3002777778,-46.8572222222,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721260800000
20523,I,Dasa - Americana,,Nova América da Colina,PR,Brasil,-23.390035,-50.711805,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721347200000
20524,A,Tereos - Andrade,Viralcool,Pitangueiras,SP,Brasil,-21.005151,-48.286113,1,Cana-de-Açúcar,Açúcar | Etanol,S,1769731200000
20525,A,Anicuns - Grupo Farias,Farias,Anicuns,GO,Brasil,-16.41475,-49.945611,1,Cana-de-Açúcar,Açúcar | Etanol,N,1755043200000
20527,A,Tietê - Unidade Paraíso,Tietê,Paraíso,SP,Brasil,-21.044521,-48.719903,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20528,I,Archangelo *,,Ourinhos,SP,Brasil,-22.808350086287568,-49.83216428465537,1,Cana-de-Açúcar,Etanol,N,1721347200000
20537,A,Jatiboca - São Pedro dos Ferros,Pontenovense,São Pedro dos Ferros,MG,Brasil,-20.1875,-42.5625,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20539,A,Vale Verde - Unidade Baía Formosa,Farias,Baía Formosa,RN,Brasil,-6.414209,-35.057085,1,Cana-de-Açúcar,Açúcar | Etanol,S,1748908800000
20540,A,Usiban,,Bandeirantes,PR,Brasil,-23.097359,-50.348829,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20541,I,Suassuna - (PE)*,,Escada,PE,Brasil,-8.343858615811927,-35.28164333427458,1,Cana-de-Açúcar,Açúcar,N,1721606400000
20542,A,Zilor - Unidade Barra Grande,Zilor,Lençóis Paulista,SP,Brasil,-22.631702,-48.752595,1,Cana-de-Açúcar,Açúcar | Etanol,N,1759190400000
20543,A,Barralcool,,Barra do Bugres,MT,Brasil,-15.034009,-57.216299,1,Cana-de-Açúcar | Gordura Animal,Açúcar | Biodiesel | Etanol,N,1693440000000
20544,A,Usina Batatais,Batatais,Batatais,SP,Brasil,-20.749694,-47.570453,1,Cana-de-Açúcar,Açúcar | Etanol,N,1761091200000
20545,A,Bazan,Bazan,Pontal,SP,Brasil,-21.009699,-47.992251,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20546,A,Bela Vista,Bazan,Pontal,SP,Brasil,-20.938795,-48.080024,1,Cana-de-Açúcar,Açúcar | Etanol,N,1687824000000
20548,A,Bom Jesus (PE),,Cabo de Santo Agostinho,PE,Brasil,-8.237216,-35.029254,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693785600000
20549,I,Raízen - Unidade Bom Retiro,,Capivari,SP,Brasil,-22.8772027,-47.4512387,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20550,A,Raízen - Unidade Bonfim,Raízen,Guariba,SP,Brasil,-21.418966,-48.288949,1,Cana-de-Açúcar,Açúcar | Etanol | Vinhaça,N,1754611200000
20551,I,Bulhões,,Jaboatão dos Guararapes,PE,Brasil,-8.11563,-35.03234,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
20552,A,Usina Caeté - Unidade Cachoeira,Carlos Lyra,Maceió,AL,Brasil,-9.503519,-35.593139,1,Cana-de-Açúcar,Açúcar | Etanol,N,1736121600000
20553,A,Usina Caeté - Unidade São Miguel - (Matriz),Carlos Lyra,São Miguel dos Campos,AL,Brasil,-9.761421,-36.06782,1,Cana-de-Açúcar,Açúcar | Etanol,N,1736121600000
20580,A,Camaragibe,Santo Antônio,Matriz de Camaragibe,AL,Brasil,-9.072341,-35.551994,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20581,I,Clealco - Unidade Penápolis,,Penápolis,SP,Brasil,-21.480571,-50.121522,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20586,I,Agrest JJ,,Espírito Santo do Turvo,SP,Brasil,-22.694929,-49.426339,1,Cana-de-Açúcar,Etanol,N,1721260800000
20593,A,Sinimbu (AL),Silveira Coutinho,Jequiá da Praia,AL,Brasil,-9.884782,-36.157577,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20595,A,Capricho,Toledo,Cajueiro,AL,Brasil,-9.380945,-36.161242,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20596,I,Casquel,,Cambará,PR,Brasil,-22.993252,-49.99158,1,Cana-de-Açúcar,Etanol,N,1721347200000
20597,A,Virgolino de Oliveira - Catanduva,GVO - Virgolino de Oliveira,Ariranha,SP,Brasil,-21.12905,-48.838483,1,Cana-de-Açúcar,Açúcar | Bagaço | Bioeletricidade | Etanol | Mel | Óleo | Vinhaça,N,1721347200000
20598,I,Catende*,,Catende,PE,Brasil,-8.6697423,-35.7184,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
20602,I,Central Barreiros - (PE) *,,Barreiros,PE,Brasil,-8.810112751910196,-35.20082333314176,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
20604,I,Central do Paraná,,Porecatu,PR,Brasil,-22.7696722,-51.3852132,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721347200000
20605,I,Central Paulista*,,Jaú,SP,Brasil,-22.351824,-48.5453,1,Cana-de-Açúcar,Açúcar,N,1721347200000
20606,A,Utinga Leão,EQM,Rio Largo,AL,Brasil,-9.541375,-35.855077,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20607,A,COFCO International - Unidade Catanduva,COFCO Agri,Catanduva,SP,Brasil,-21.102399,-48.977414,1,Cana-de-Açúcar,Açúcar | Etanol,N,1687824000000
20611,I,Carval - Coave - (GO)*,,Carmo do Rio Verde,GO,Brasil,-15.353056875865624,-49.70702160197996,1,Cana-de-Açúcar | Milho,Açúcar | Bioeletricidade | Etanol,N,1733702400000
20613,I,Usina Santa Terezinha - Unidade de São Tomé,Usaçúcar,São Tomé,PR,Brasil,-23.542865,-52.648947,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,N,1736121600000
20614,A,Renuka - Unidade Cambuí,Renuka do Brasil,Marialva,PR,Brasil,-23.605691,-51.865032,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20615,A,Alto Alegre - Unidade Florestópolis,Lincoln Junqueira,Florestópolis,PR,Brasil,-22.875964,-51.41005,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20616,A,Colombo Agroindústria - Unidade Ariranha,Colombo,Ariranha,SP,Brasil,-21.214910240662828,-48.836706874522626,1,Cana-de-Açúcar,Açúcar | Etanol,S,1769472000000
20617,I,Colônia - (PE) *,,Jaqueira,PE,Brasil,-8.727671046814947,-35.79647503068927,1,Cana-de-Açúcar,Etanol,N,1721347200000
20618,A,Colorado,Colorado,Guaíra,SP,Brasil,-20.280562,-48.183149,1,Cana-de-Açúcar,Açúcar | Etanol,N,1728432000000
20619,A,Comvap,Olho D´Água,União,PI,Brasil,-4.853781,-42.881087,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20620,A,Conceição do Peixe - (AL),,Flexeiras,AL,Brasil,-9.105529571210228,-35.624011725208085,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721347200000
20621,A,Usina Santa Terezinha - Unidade Rondon,Usaçúcar,Rondon,PR,Brasil,-23.370304,-52.709575,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,S,1734048000000
20623,A,Coopcana,Coopcana,São Carlos do Ivaí,PR,Brasil,-23.269321,-52.489178,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000
20624,A,Cooper-Rubi,Japungu,Rubiataba,GO,Brasil,-15.180881,-49.761106,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000
20626,I,Usinavi,Amerra,Naviraí,MS,Brasil,-23.1320861111,-54.1999111111,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721347200000
20627,A,Cooperval,,Jandaia do Sul,PR,Brasil,-23.68726,-51.687391,1,Cana-de-Açúcar | Milho,Açúcar | Etanol,N,1693785600000
20633,A,Coprodia,,Campo Novo do Parecís,MT,Brasil,-13.786112,-57.844369,1,Cana-de-Açúcar | Milho,Açúcar | Etanol,N,1693785600000
20635,A,Usina Coruripe - Matriz - (AL),Tércio Wanderley,Coruripe,AL,Brasil,-10.121382,-36.267516,1,Cana-de-Açúcar,Açúcar | Etanol,N,1736121600000
20636,A,Raízen - Unidade Costa Pinto,Raízen,Piracicaba,SP,Brasil,-22.637224,-47.684649,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20637,A,Ferrari Agroindústria - Leme,Ferrari Agroindústria,Leme,SP,Brasil,-22.162291,-47.260133,1,Cana-de-Açúcar,Açúcar | Etanol,N,1747008000000
20638,I,Cridasa,,Pedro Canário,ES,Brasil,-18.0869847,-40.114646,1,Cana-de-Açúcar,Etanol,N,1721347200000
20639,A,Cruangi - Coaf,Cruangi,Timbaúba,PE,Brasil,-7.550754,-35.275914,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20640,A,Cucaú,EQM,Rio Formoso,PE,Brasil,-8.641303,-35.268919,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20641,A,Raízen - Unidade Da Barra,Raízen,Barra Bonita,SP,Brasil,-22.479604,-48.541243,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20642,A,Usina da Pedra,Da Pedra,Serrana,SP,Brasil,-21.178916,-47.628776,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20643,A,Raízen - Unidade Da Serra,Raízen,Ibaté,SP,Brasil,-22.011728,-48.000311,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20644,A,Dacalda,,Jacarezinho,PR,Brasil,-23.159243,-50.102972,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000
20645,A,Clarion (PR),Clarion,Ibaiti,PR,Brasil,-23.681353,-50.413888,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000
20647,A,Dasa,,Serra dos Aimorés,MG,Brasil,-17.837794,-40.188316,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000
20648,A,Grupo José Pessoa - Agrisul Brasilândia,CBAA - José Pessoa,Brasilândia,MS,Brasil,-21.504587,-52.208525,1,Eucalipto,Eucalipto,S,1734048000000
20649,I,Decasa*,,Marabá Paulista,SP,Brasil,-21.9705555556,-52.0214722222,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721347200000
20653,A,DCBio,,Bariri,SP,Brasil,-22.058595,-48.715742,1,Cana-de-Açúcar,Açúcar | Bagaço | Bioeletricidade | Etanol | Levedura | Óleo,S,1734048000000
20654,A,Delta - Unidade Delta,Delta,Delta,MG,Brasil,-19.97577,-47.770688,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000
20655,A,Denusa,Japungu,Jandaia,GO,Brasil,-17.274969,-50.149124,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000
20656,I,Tocantins*,,Arraias,TO,Brasil,-12.784225,-46.88063,1,Cana-de-Açúcar,Açúcar | Aguardente/Cachaça,N,1721606400000
20658,I,Desal - (MG)*,,Lassance,MG,Brasil,-17.886575671778033,-44.576686735694885,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
20659,A,Grupo Itajobi,Grupo Itajobi,Marapoama,SP,Brasil,-21.192269,-49.136649,1,Cana-de-Açúcar,Açúcar | Etanol,N,1738022400000
20660,A,Raízen - Unidade Diamante,Raízen,Jaú,SP,Brasil,-22.367143,-48.685807,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20662,I,Disa,Infinity Bioenergy,Conceição da Barra,ES,Brasil,-18.4951861111,-39.918325,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
20667,A,Usina Açucareira Ester,Coutinho Nogueira,Cosmópolis,SP,Brasil,-22.659921,-47.211872,1,Cana-de-Açúcar,Açúcar | Etanol,N,1759795200000
20668,A,Usina Estivas,Pipas Agroindustrial,Arês,RN,Brasil,-6.201036,-35.166869,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20669,A,CooafSul,Interiorana,Ribeirão,PE,Brasil,-8.3903,-35.2176,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000
20671,A,Ferrari,Ferrari Agroindústria,Pirassununga,SP,Brasil,-21.840843,-47.361406,1,Cana-de-Açúcar,Açúcar | Etanol,N,1768348800000
20673,I,Furlan - Santa Bárbara do Oeste,Furlan,Santa Bárbara d'Oeste,SP,Brasil,-22.757758,-47.477052,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,N,1721347200000
20674,I,Galo Bravo Energia,,Ribeirão Preto,SP,Brasil,-21.1128972222,-47.8224277778,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721347200000
20675,I,Araguaia*,,Confresa,MT,Brasil,-10.6530269,-51.4174372,1,Cana-de-Açúcar,Açúcar | Etanol,N,1721260800000
20676,A,Raízen - Parque de Bioenergia Gasa,Raízen,Andradina,SP,Brasil,-20.770448,-51.259612,1,Cana-de-Açúcar,Bioeletricidade | Etanol,S,1754611200000
20677,A,Giasa,Olho D´Água,Pedras de Fogo,PB,Brasil,-7.352708,-35.025776,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20678,A,Usina Goianésia,Goianésia,Goianésia,GO,Brasil,-15.216155816853279,-49.09887107116384,1,Cana-de-Açúcar,Açúcar | Etanol,S,1754265600000
20679,A,Goiasa,Construcap,Goiatuba,GO,Brasil,-18.071627,-49.671543,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20680,A,Usina Santa Terezinha - Unidade Moreira Sales,Usaçúcar,Moreira Sales,PR,Brasil,-23.93905,-53.088478,1,Cana-de-Açúcar,Açúcar | Etanol,N,1736121600000
20681,A,Guaíra,Otávio Junqueira,Guaíra,SP,Brasil,-20.418737,-48.213367,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20682,A,Tereos - Unidade Industrial Severínia,Tereos,Severínia,SP,Brasil,-20.822132,-48.822063,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20683,I,Guaricanga,,Presidente Alves,SP,Brasil,-22.056952485,-49.3175440564,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1757635200000
20684,I,Laginha - Unidade Guaxuma,,Coruripe,AL,Brasil,-9.95,-36.15,1,,,N,1676246400000
20687,A,Raízen - Unidade Ipaussu,Raízen,Ipaussu,SP,Brasil,-23.101779,-49.590451,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20688,A,Ipiranga - Descalvado,Titoto - Ipiranga,Descalvado,SP,Brasil,-21.831952,-47.751109,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20689,A,Ipojuca,Ipojuca,Ipojuca,PE,Brasil,-8.392401,-35.091771,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20690,A,Iracema,São Martinho,Iracemápolis,SP,Brasil,-22.581614,-47.530011,1,Cana-de-Açúcar,Açúcar | Etanol,N,1748908800000
20691,A,Itaiquara - Tapirativa,Itaiquara,Tapiratiba,SP,Brasil,-21.476806,-46.806686,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20692,A,Itajubara,João Santos,Coelho Neto,MA,Brasil,-4.285649,-42.988455,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20693,A,uisa,Itamarati,Nova Olímpia,MT,Brasil,-14.768786,-57.193697,1,Cana-de-Açúcar | Milho,Açúcar | Etanol,S,1734048000000
20694,I,Unial,Unial,Amélia Rodrigues,BA,Brasil,-12.49467,-38.6318,1,Cana-de-Açúcar,Açúcar,N,1721347200000
20695,A,Grupo Maringá - Usina Jacarezinho,,Jacarezinho,PR,Brasil,-23.094316,-49.940349,1,Cana-de-Açúcar,Açúcar | Etanol,N,1755043200000
20696,A,Da Mata,Grendene,Valparaíso,SP,Brasil,-21.051137,-50.844469,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol | Levedura | Óleo,S,1749168000000
20697,I,Jaciara,Porto Seguro,Jaciara,MT,Brasil,-15.980334,-54.99358,1,Cana-de-Açúcar,Etanol,N,1721606400000
20698,I,Grupo José Pessoa - Agrisul Icém,CBAA - José Pessoa,Icém,SP,Brasil,-20.3345,-49.26775,1,Cana-de-Açúcar,Açúcar,N,1734048000000
20699,I,Jacuipe - (PB)*,,Santa Rita,PB,Brasil,-7.145354789654314,-34.97263520578889,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
20700,I,Jacuipe - (PE)*,,Água Preta,PE,Brasil,-8.70767336343088,-35.52165348770462,1,Cana-de-Açúcar,Etanol,N,1721606400000
20701,A,Jalles,Otavio Lage,Goianésia,GO,Brasil,-15.212852,-48.989124,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20702,A,Agroval,Japungu,Santa Rita,PB,Brasil,-7.090445,-34.982601,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20703,I,Raízen - Unidade Jardest,Raízen,Jardinópolis,SP,Brasil,-20.9440361111,-47.8800055556,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20704,A,Jatiboca,Pontenovense,Urucânia,MG,Brasil,-20.300669,-42.690766,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20705,A,CAN - Companhia Alcoolquímica Nacional,JB,Vitória de Santo Antão,PE,Brasil,-8.225843,-35.277151,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20708,I,João de Deus - (AL) *,,Capela,AL,Brasil,-9.389118922611141,-36.086899676723164,1,Cana-de-Açúcar,Açúcar,N,1721347200000
20712,I,Junivan,,Senhora de Oliveira,MG,Brasil,-20.7817249,-43.3214308,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
20713,I,Laginha - Unidade União,,União dos Palmares,AL,Brasil,-9.1833,-36.0333,1,,,N,1676246400000
20714,I,Santa Fany*,,Regente Feijó,SP,Brasil,-22.277051,-51.23496,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
20715,A,Laranjeiras,EQM,Vicência,PE,Brasil,-7.657768,-35.365762,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20716,A,Lasa,JB,Linhares,ES,Brasil,-19.339763,-40.010635,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20717,A,Lasa - Lago Azul (GO),Biolasa,Ipameri,GO,Brasil,-17.279355,-47.543245,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20718,A,Libra,,São José do Rio Claro,MT,Brasil,-13.8118,-56.526723,1,Cana-de-Açúcar | Milho,Açúcar | Etanol,N,1693440000000
20724,A,Londra,Londra,Itaí,SP,Brasil,-23.528166,-48.940144,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20725,I,Delos - (Lopes da Silva),,Sertãozinho,SP,Brasil,-21.199459,-48.04212,1,Cana-de-Açúcar,Aguardente/Cachaça,N,1721347200000
20726,A,Raízen - Unidade Lagoa da Prata,Biosev,Lagoa da Prata,MG,Brasil,-20.075817,-45.563985,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20729,A,Malosso,,Itápolis,SP,Brasil,-21.62793,-48.830739,1,Cana-de-Açúcar,Açúcar | Etanol,N,1687824000000
20731,A,Tereos - Mandu,Tereos,Guaíra,SP,Brasil,-20.478369,-48.40847,1,Cana-de-Açúcar,Açúcar | Etanol,S,1734048000000
20732,I,Açusa - (CE)*,,Barbalha,CE,Brasil,-7.309934099395969,-39.30750846453272,1,Cana-de-Açúcar,Açúcar,N,1721260800000
20734,A,Raízen - Unidade MB,Biosev,Morro Agudo,SP,Brasil,-20.780267,-48.20097,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20735,A,Santa Maria - (BA),São Luiz,Medeiros Neto,BA,Brasil,-17.457997,-40.138551,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000
20736,A,Cia Melhoramentos,CMNP - Melhoramentos,Jussara,PR,Brasil,-23.570564,-52.428246,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20737,A,Delta - Unidade Conquista,Delta,Conquista,MG,Brasil,-20.0212181,-47.6254749,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000
20738,A,Raízen - Unidade Maracaí,Raízen,Maracaí,SP,Brasil,-22.575563,-50.653431,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
20739,I,Raízen - Unidade Maracajú,Biosev,Maracajú,MS,Brasil,-21.350312,-55.437889,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000
