id_empresa,status,nome_fantasia,grupo,cidade,estado,pais,latitude,longitude,coordenadas_validas,materias_primas,produtos,associada,data_ultima_atualizacao,builtup_px
20830,A,Energética Santa Helena,Benedito Coutinho,Nova Andradina,MS,Brasil,-21.99925,-53.424376,1,Cana-de-Açúcar,Etanol,S,1781222400000,248
52173,A,Usina Santa Terezinha - Unidade Iguatemi,Usaçúcar,Maringá,PR,Brasil,-23.399795,-52.09008,1,Cana-de-Açúcar,Açúcar | Etanol,N,1736121600000,248
20881,A,Usina Santa Terezinha - Unidade Ivaté,Usaçúcar,Ivaté,PR,Brasil,-23.398605,-52.092135,1,Cana-de-Açúcar,Açúcar | Etanol,N,1736121600000,248
53552,A,Melhoramentos Nova Londrina,CMNP - Melhoramentos,Nova Londrina,PR,Brasil,-22.798327,-52.9895,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000,245
20784,A,Pitangueiras,Pitangueiras,Pitangueiras,SP,Brasil,-21.048823,-48.262904,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000,240
20925,A,Raízen - Unidade Araraquara - (Zanin),Raízen,Araraquara,SP,Brasil,-21.858798,-48.186376,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000,234
25361,A,Bevap Bioenergia,Bevap,João Pinheiro,MG,Brasil,-17.061519,-46.181914,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,S,1774569600000,232
20826,A,Usina Santa Fé,Santa Fé - Malzoni,Nova Europa,SP,Brasil,-21.81834,-48.61224,1,Cana-de-Açúcar,Açúcar | Etanol,N,1763942400000,232
22626,A,bp bioenergy - Unidade Guariroba,BP Bunge Bioenergia,Pontes Gestal,SP,Brasil,-20.113116,-49.760652,1,Cana-de-Açúcar,Açúcar | Etanol,N,1729468800000,231
22825,A,Caçú,,Vicentinópolis,GO,Brasil,-17.689887,-49.986415,1,Cana-de-Açúcar | Milho,Açúcar | Etanol,N,1693785600000,229
20680,A,Usina Santa Terezinha - Unidade Moreira Sales,Usaçúcar,Moreira Sales,PR,Brasil,-23.93905,-53.088478,1,Cana-de-Açúcar,Açúcar | Etanol,N,1736121600000,226
20527,A,Tietê - Unidade Paraíso,Tietê,Paraíso,SP,Brasil,-21.044521,-48.719903,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000,224
20008,A,Clealco - Unidade Clementina,Clealco,Clementina,SP,Brasil,-21.577753,-50.43359,1,Cana-de-Açúcar,Açúcar | Bagaço | Bioeletricidade | Etanol | Levedura | Melaço | Óleo | Vinhaça,S,1755043200000,224
20671,A,Ferrari,Ferrari Agroindústria,Pirassununga,SP,Brasil,-21.840843,-47.361406,1,Cana-de-Açúcar,Açúcar | Etanol,N,1768348800000,222
25581,A,Jalles - Unidade Otávio Lage,Otavio Lage,Goianésia,GO,Brasil,-15.082756,-49.305576,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000,221
20659,A,Grupo Itajobi,Grupo Itajobi,Marapoama,SP,Brasil,-21.192269,-49.136649,1,Cana-de-Açúcar,Açúcar | Etanol,N,1738022400000,220
20007,A,Zilor - Unidade Salto Botelho,Zilor,Lucélia,SP,Brasil,-21.566696,-50.959826,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol | Levedura | Vinhaça,S,1734048000000,219
56467,A,Albioma Esplanada,Jalles Machado,Goianésia,GO,Brasil,-15.08187,-49.30662,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000,219
22642,A,Atena - Martinópolis,Atena,Martinópolis,SP,Brasil,-22.151205,-51.027997,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693353600000,217
20917,A,Raízen - Unidade Vale do Rosário,Biosev,Morro Agudo,SP,Brasil,-20.613533,-48.001201,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000,215
22649,A,Furlan - Avaré,Furlan,Avaré,SP,Brasil,-22.926194,-48.924141,1,Cana-de-Açúcar,Açúcar | Etanol,N,1693440000000,213
22696,A,Usina Rio Pardo,"Tatez - Tavares de Almeida, Tejofran e Zogbi",Cerqueira César,SP,Brasil,-22.915978,-49.000102,1,Cana-de-Açúcar,Açúcar | Bioeletricidade | Etanol,S,1734048000000,213
20682,A,Tereos - Unidade Industrial Severínia,Tereos,Severínia,SP,Brasil,-20.822132,-48.822063,1,Cana-de-Açúcar,Açúcar | Etanol,N,1734048000000,211
