safra_start,year,month,half,moagem_t,clim_mean,clim_std,crush_z,q_ord,sat_idx,n_obs,pred_z,carry,sigma,pred_t,pi80_lo,pi80_hi
2022,2022,5,2,43792326,40362949.705882356,5126005.382997768,0.669015351699083,12,-0.284756415963061,269.0,-0.8208609825543705,-0.7184909832144388,0.7149982356919163,36155211.89061581,31458039.20453977,40852384.57669186
2022,2022,6,1,38673147,38371575.375,5886870.709300845,0.051227832220527264,13,0.042848549012022126,191.0,0.09457370226989163,-0.08085020430197475,0.7149982356919163,38928318.532762766,33533933.19054178,44322703.87498375
2022,2022,6,2,42081778,43109819.4375,5425478.267419443,-0.1894840209154454,14,-0.14634531553267027,241.0,-0.18889775595205674,-0.023564449391104688,0.7149982356919163,42084958.76781782,37113366.578088574,47056550.95754706
2022,2022,7,1,46418957,43630313.375,4973429.180907848,0.5607084214057235,15,-0.05769577357411057,314.0,-0.08072020127288884,-0.09318027390957472,0.7149982356919163,43228857.17050066,38671496.42675677,47786217.91424455
2022,2022,7,2,49123881,47575715.4375,4402239.455398384,0.35167681771638154,16,0.03106463762790677,345.0,0.2228111601873924,0.17590795238823495,0.7149982356919163,48556583.51798003,44522627.760530025,52590539.27543004
2022,2022,8,1,38798968,43714673.8125,3978554.0410951176,-1.2355508462936264,17,-0.2210071065305116,172.0,-0.15764597801314187,0.24741656868011058,0.7149982356919163,43087470.76961342,39441755.64143686,46733185.897789985
2022,2022,8,2,44208579,44622249.0,3476766.8194732494,-0.11898123212723062,18,-0.250922710810099,83.0,-0.5529747668624205,-0.35180921256816694,0.7149982356919163,42699684.67856678,39513778.12559032,45885591.23154325
2022,2022,9,1,39643600,40311478.3125,4017887.737201921,-0.16622622536614576,19,-0.3066922363823507,114.0,-0.5922746086958546,-0.2581114659479986,0.7149982356919163,37931785.42516486,34250027.1895019,41613543.66082783
2022,2022,9,2,25298186,35743300.0,6045467.473542648,-1.727759523264651,20,0.4815065114023618,52.0,0.7474682244700669,-0.22122354141101783,0.7149982356919163,40262094.838540465,34722380.661596134,45801809.015484795
2022,2022,10,1,27851348,31758321.4375,5711183.589325024,-0.6840917257156053,21,0.18524616492386495,144.0,-0.0961082223857399,-0.8251525561639832,0.7149982356919163,31209429.73501136,25976033.83380481,36442825.636217915
