safra_start,year,month,half,moagem_t,clim_mean,clim_std,crush_z,q_ord,sat_idx,n_obs,pred_z,carry,sigma,pred_t,pi80_lo,pi80_hi
2022,2022,6,2,42081778,43109819.4375,5425478.267419443,-0.1894840209154454,14,-0.15527328966339982,241.0,-0.20703892758988468,-0.023564449391104688,0.7256222994584028,41986534.23535125,36941069.81796044,47031998.65274206
2022,2022,7,1,46418957,43630313.375,4973429.180907848,0.5607084214057235,15,-0.03946525386297811,314.0,-0.06871095529607313,-0.09318027390957472,0.7256222994584028,43288584.30488245,38663506.34348478,47913662.26628012
2022,2022,7,2,49123881,47575715.4375,4402239.455398384,0.35167681771638154,16,0.0235299921607008,345.0,0.19435937606210313,0.17590795238823495,0.7256222994584028,48431331.951327205,44337436.181358345,52525227.721296065
2022,2022,8,1,38798968,43714673.8125,3978554.0410951176,-1.2355508462936264,17,-0.21721103586947726,172.0,-0.13799173140585477,0.24741656868011058,0.7256222994584028,43165666.251877524,39465779.92709834,46865552.57665671
2022,2022,8,2,44208579,44622249.0,3476766.8194732494,-0.11898123212723062,18,-0.3140427146187114,83.0,-0.6559336771205613,-0.35180921256816694,0.7256222994584028,42341720.555612154,39108475.04054701,45574966.070677295
2022,2022,9,1,39643600,40311478.3125,4017887.737201921,-0.16622622536614576,19,-0.2877796004784663,114.0,-0.5575699898603326,-0.2581114659479986,0.7256222994584028,38071224.68760837,34334759.69559848,41807689.679618254
2022,2022,9,2,25298186,35743300.0,6045467.473542648,-1.727759523264651,20,0.4777712279425556,52.0,0.6610124597481203,-0.22122354141101783,0.7256222994584028,39739429.32501368,34117401.27129872,45361457.37872864
2022,2022,10,1,27851348,31758321.4375,5711183.589325024,-0.6840917257156053,21,0.17077320888139194,144.0,-0.1881477362259692,-0.8251525561639832,0.7256222994584028,30683775.173997592,25372616.938572295,35994933.40942289
2022,2022,10,2,31978282,30636118.5625,5779666.13063389,0.2322216209663303,22,0.1497579148393076,224.0,-0.18640878818519252,-0.7686544335153929,0.7256222994584028,29558738.002973534,24183893.911969148,34933582.09397792
2022,2022,11,1,26324404,22908959.9375,5598769.207336156,0.6100348015818708,23,0.10931475573056193,194.0,-0.004428305378363695,-0.36799003441551864,0.7256222994584028,22884166.877706937,17677549.24430263,28090784.511111245
2022,2022,11,2,16355291,16667879.3125,6517680.900922543,-0.04796005162752825,24,0.11839846646686737,367.0,0.24925488600325693,0.023403927547405896,0.7256222994584028,18292443.12246505,12231276.63194779,24353609.612982314
2023,2023,4,1,13855374,15354818.235294119,7400591.804197119,-0.2026113958134719,9,0.25266222618226675,329.0,0.2905502917192304,0.0,0.7584799571057719,17505062.342898536,10311184.512629718,24698940.173167355
2023,2023,4,2,21435539,28043626.70588235,8516875.157387866,-0.7758817152732645,10,-0.32007436294309954,229.0,-0.43701979565526045,-0.2026113958134719,0.7584799571057719,24321583.664979342,16042602.605227884,32600564.7247308
2023,2023,5,1,44558549,38255510.35294118,6248359.632209185,1.0087509391373342,11,0.2151293427113307,402.0,-0.07611673268683172,-0.5609053454758423,0.7584799571057719,37779905.633085124,31706075.725562904,43853735.54060734
2023,2023,5,2,46770516,40362949.705882356,5126005.382997768,1.2500116202317368,12,0.04819848520670641,206.0,0.21270640859294,0.23993969769414566,0.7584799571057719,41453283.901327886,36470458.54651332,46436109.25614245
2023,2023,6,1,40668762,38371575.375,5886870.709300845,0.39022202770150966,13,0.18709513821396775,209.0,0.6309155058645881,0.7041271620956122,0.7584799571057719,42085693.38651797,36363255.26186955,47808131.511166394
2023,2023,6,2,43194480,43109819.4375,5425478.267419443,0.015604257970840179,14,0.06892613217847716,290.0,0.4258454230653157,0.5679781620981701,0.7584799571057719,45420234.52562091,40146301.18903846,50694167.86220335
2023,2023,7,1,48543536,43630313.375,4973429.180907848,0.9878943574507966,15,0.1841522613534163,273.0,0.4134786945641472,0.3362154807880324,0.7584799571057719,45686720.38022901,40852209.45575754,50521231.30470048
2023,2023,7,2,53094753,47575715.4375,4402239.455398384,1.2536886324373173,16,0.18826471958847293,295.0,0.5740669121708781,0.6043943226815689,0.7584799571057719,50102895.44829736,45823619.7282442,54382171.16835052
2023,2023,8,1,47941057,43714673.8125,3978554.0410951176,1.0622912605547181,17,0.15441328578350266,384.0,0.691906854601691,0.8685488279185495,0.7584799571057719,46467462.62493697,42600037.90134546,50334887.348528475
2023,2023,8,2,46582599,44622249.0,3476766.8194732494,0.5638428177064243,18,0.13863547331696013,266.0,0.7207156141209194,0.9468347426224852,0.7584799571057719,47128009.1334519,43748355.66716586,50507662.59973794
